,AdaptiveMA2020,Crypto2020,CryptoBB2020,DividendPaydate2020,DynamicBreakout2020,FOMC2020,HedgeVIX2020,LumberGold2020,MultiVar2020,OptionSkewness2020,OvernightMomentum2020,SectorRotation2020,SimpleEMA2020,SMAPairs2020,SPY2020,TScrossSecMom2020,VolatilityRiskPremium2020
89,82186.941656619,145882.36152163125,186536.1499595652,86475.23684572848,97666.78245,80914.67,98273.502603586,81110.400153874,102750.626552128,106764.405,87662.20876417175,100000.0,100000.0,112468.6364,90881.55749716,112203.7377725,106926.28
90,82186.708585109,144547.60191372925,186536.1499595652,84786.92161896748,97666.78245,80914.67,97283.344701595,80706.893165638,102715.115150176,106404.92,86826.69270592336,100000.0,100000.0,112003.5864,90900.25926046,112280.22777249999,106926.28
91,83813.711155389,147643.93379485075,186536.1499595652,83792.87250705747,97666.78245,80914.67,96004.788617254,77815.09308328,102738.789418144,105867.98,86235.37940609346,100000.0,100000.0,112868.6114,89083.07125981,112602.98777250001,106926.28
92,85277.476118209,155388.64361279376,186536.1499595652,82498.94280184148,97865.68385,80914.67,96672.1792565695,75216.75262873,102738.789418144,108645.52,88177.73303353715,100000.0,100000.0,113228.7064,87502.77226096,112938.0377725,106926.28
93,84230.263232644,158089.20374971177,186536.1499595652,84111.37908803848,98479.12925,80914.67,96962.7160675465,75461.30231857,102715.115150176,106287.03,89510.16830698935,100000.0,100000.0,112096.2714,88553.18796631,112561.32777250001,106926.28
94,83858.579596949,160921.68780136423,186536.1499595652,88226.64896692848,97882.82365,80914.67,98901.339215918,76659.595798786,102774.300820096,109802.29,86887.85319461316,100000.0,100000.0,113054.1764,88961.50979836,113287.8677725,108438.6
95,81291.151152464,166974.66741859424,186536.1499595652,89403.48264383648,97172.91705,80914.67,98352.391513133,81306.039905746,102691.440882208,108085.81,86870.99145554156,100000.0,100000.0,111763.6214,91679.49939796,111855.2627725,110637.88
96,82131.005621189,166904.82534608775,186536.1499595652,94767.73306970247,97586.66385,80914.67,99075.272657168,79704.239437294,102750.626552128,107648.92,85866.57584271894,100000.0,100000.0,110621.6414,90735.06035131,111696.2877725,109926.16
97,80758.529827529,163187.67504268623,186536.1499595652,95810.75400356197,97546.80385,80914.67,98800.388514548,82113.053882218,102750.626552128,107222.74,85104.60998901735,100000.0,100000.0,110448.7864,92281.07278411,109903.6377725,111145.2
98,81312.554005804,154379.81367658876,186536.1499595652,96804.48797861297,98032.69725,80914.67,98882.425882961,82259.783696122,102726.95228416,106860.35,84822.40682527775,100000.0,100000.0,110672.2764,91642.09587136,109938.5777725,110720.5
99,81154.533823764,158663.46079032077,186536.1499595652,103847.58950341104,96685.42925,80914.67,99568.089454403,82657.176942112,102726.95228416,112752.115,82299.10414709296,100000.0,100000.0,111557.5914,91816.64566216,109667.5377725,110937.44
100,80151.136159224,156118.10525897276,186536.1499595652,109738.07267559505,96790.65965,80914.67,100346.367048053,85035.422675806,102726.95228416,117508.711,80051.88591446655,100000.0,100000.0,111351.3064,92951.21930236,108685.74777249999,111800.8
101,78935.645715919,161969.31888896177,186536.1499595652,105280.03946738403,96790.65965,80914.67,100304.081964503,87670.445583832,102703.278016192,122984.61,79511.76142467455,100000.0,100000.0,110907.5614,94338.26674711,108976.0977725,112608.6
102,78177.649510659,171293.2355685795,186536.1499595652,102293.81774079405,96790.65965,80914.67,100560.9396239855,85597.886962438,102750.626552128,126846.89,80903.99231078314,100000.0,100000.0,110304.1464,94163.71695631,109769.5777725,112472.66
103,78520.788787689,179837.249105208,177051.0460672121,103272.18589243648,96790.65965,80914.67,100927.770947243,85108.787582758,102750.626552128,130705.585,79088.76251351915,100000.0,100000.0,110405.7664,94584.50663056,109803.2277725,112839.56
104,78834.071915449,193025.76046351876,190019.61731826124,101264.41398370804,96790.65965,80914.67,101197.696189373,85921.915301476,102738.848462272,129746.99,78633.04205290916,100000.0,100000.0,110480.5264,94967.89277821,108492.3577725,113032.58
105,79481.342088809,184691.27314440976,181824.12127611545,109815.74561947804,96790.65965,80914.67,102148.068325673,86631.109402012,102726.368462272,127150.205,78433.9851473752,100000.0,100000.0,111145.4864,95756.48379736,108482.0165255,113489.8
106,80531.965848009,190061.35249713177,187104.64572785184,110071.16576882704,96790.65965,80914.67,101518.243943873,88715.895507898,102643.44148432,125495.32,75514.62967687733,100000.0,100000.0,111416.3164,97034.43762286,107482.1865255,114049.7
107,80318.577096169,188959.39979758477,186021.06990105045,118107.93844098377,96790.65965,80914.67,102950.716486358,88587.506920732,102667.134906592,124663.06,67070.00196541358,100000.0,100000.0,110320.5664,96778.84685776,107150.0265255,114040.02
108,82366.023729929,190216.55710270177,187257.26204148584,127307.90008655904,97228.57802,80914.67,103768.714492913,92005.088836246,102631.594773184,122935.05,59528.65655013582,100000.0,100000.0,109736.3464,99266.18137666,105366.3965255,114851.04
109,83354.988342249,191574.59740143924,188592.65478578335,126844.25263704704,97345.58493,80914.67,103632.069302333,93784.187829832,102607.901350912,122784.46,63634.49833615981,100000.0,100000.0,109650.7264,100469.32814896,103774.3365255,115135.18
110,82733.107742329,189619.01937125725,186669.68923399496,121570.54451438904,97560.92338,83854.87,103644.736556348,92053.998774214,102643.44148432,126453.425,66948.30985239711,100000.0,100000.0,108603.1864,99718.14065641,103366.2465255,114935.84
111,82270.513271849,192754.15240377124,189752.53876940176,121348.93109939805,96240.30793,83854.87,100086.237762968,89559.591937846,102702.67504,130660.505,74914.7758985053,100000.0,100000.0,107486.4914,99160.20471796,104627.2265255,114833.38
112,77543.161142169,178661.57421801524,175891.1620835937,124910.74002811057,95447.93866,83854.87,100599.178695883,82742.769333556,102655.288195456,127185.498,68768.89371448377,100000.0,100000.0,107144.0514,93428.11426651,105805.49652550001,112268.02
113,80577.154126009,179771.28714784075,175891.1620835937,126742.47725849997,96150.74238,83854.87,100896.069727607,84723.62182126,102690.828328864,130449.58,72684.54886756591,100000.0,100000.0,107230.0464,94550.22006451,105480.41652550001,113540.92
114,79784.995808049,179491.91885781477,175891.1620835937,127045.92662888818,96105.76904,83854.87,101988.199005333,86677.911261076,102667.134906592,128622.82,67474.28710791415,100000.0,100000.0,107332.7764,95435.43686071,104660.5865255,113938.58
115,78212.520029734,182875.37925924076,175891.1620835937,124384.19398037068,95818.39702,83854.87,101904.321062613,88757.475214414,102655.288195456,131038.31,69734.33307067091,100000.0,100000.0,107044.9164,97277.56054576,105270.77652550001,114453.92
116,78521.549975404,181598.8213784275,175891.1620835937,123896.82989333817,94908.63971,83854.87,101985.514886133,87156.395002552,102690.828328864,131020.025,71677.86056089244,100000.0,100000.0,106800.4414,96872.35567426,105709.6265255,114372.72
117,78483.995017244,179557.880815182,175891.1620835937,122105.90346089067,94868.23993,83854.87,101878.370813365,87125.722967842,102678.981617728,132642.3325,69844.28016640391,100000.0,100000.0,106429.1964,96909.75920086,105808.9865255,114491.98
118,78928.948374456,177035.8059746695,175891.1620835937,125763.54914208718,94868.23993,83854.87,102042.358769285,86670.906261076,102702.67504,133212.155,70877.13935785333,100000.0,100000.0,106965.5614,96354.4493968,106628.9965255,114262.62
119,78421.555948242,188982.68048842024,175891.1620835937,123958.11325641818,94868.23993,83854.87,102518.328506543,86592.727176862,102678.981617728,133713.075,70694.82334124992,100000.0,100000.0,106973.9464,96974.32390018,106558.5665255,114210.56
120,78051.187919829,188901.198070496,175891.1620835937,122827.50148589817,94868.23993,83854.87,101099.769459577,86564.298418966,102702.67504,136454.48,72498.21929020563,100000.0,100000.0,107081.8714,97422.01104151,105739.3115255,114210.56
121,80033.356167834,182184.71876445424,175891.1620835937,125943.59039227368,94868.23993,83854.87,101379.352370947,86727.763776868,102714.521751136,136056.295,74572.44135204943,100000.0,100000.0,107598.0714,94929.99031075,106353.8865255,114210.56
122,79168.837588326,180520.149369716,175891.1620835937,126589.63211431068,94868.23993,83854.87,100346.211924722,86741.978155816,102714.521751136,135348.15,75146.23928166633,100000.0,100000.0,106814.9764,95950.59176581,106387.3615255,114210.56
123,81042.693688182,174715.497121398,175891.1620835937,129626.98762358964,94868.23993,83854.87,100796.490545875,86976.515408458,102750.061884544,133553.065,72334.29518396525,100000.0,100000.0,106845.5464,93665.19586951,108012.2015255,114210.56
124,79872.830415228,177031.92585953025,175891.1620835937,130995.88027818111,94868.23993,83854.87,101883.645269943,87061.801682146,102773.755306816,135068.285,74110.60004283683,100000.0,100000.0,106703.3964,95045.82544522,106699.82152550001,114210.56
125,78855.984925998,175239.31266519675,175891.1620835937,127405.93076594565,94868.23993,83854.87,102461.392904297,86905.443513718,102761.90859568,136403.305,73145.87470274026,100000.0,100000.0,107623.6114,96266.79037612,107075.4365255,114210.56
126,78296.056443353,179623.84277254925,175891.1620835937,128252.07069799065,94868.23993,83854.87,102671.251246653,86770.32653713,102727.103671552,137333.77,71872.59427162292,100000.0,100000.0,107259.0814,96943.01710708,106782.5715255,114210.56
127,77852.904864436,176884.48148423876,175891.1620835937,128059.96281062865,94868.23993,83854.87,103481.152081448,86877.03074188,102762.043717888,137702.525,70412.98442174116,100000.0,100000.0,107573.1814,97478.36326909,106087.8476205,114210.56
128,76640.414101633,187818.64594664524,175891.1620835937,128059.96281062865,94868.23993,83854.87,103061.297133767,86748.98569618,102726.478683136,139569.705,69716.3683563548,100000.0,100000.0,107695.3994,98987.35069651,104622.2276205,114210.56
129,77438.472130991,186002.75206147623,175891.1620835937,130062.51420041865,94868.23993,83854.87,103285.48031014,87026.41662853,102750.188706304,138669.655,69172.76572779933,100000.0,100000.0,107153.8084,97963.61856214,105239.4076205,114210.56
130,76850.043189206,191989.769721339,175869.8642644413,126577.73482331065,94868.23993,83854.87,103237.794044123,86891.25796918,102750.188706304,138876.78,68595.17584199124,100000.0,100000.0,107613.5734,98714.98159654,105201.8076205,114210.56
131,77280.37972943,188043.69262472176,172259.8839181095,130244.35962356666,94868.23993,83854.87,103729.81306615,87182.91612883,102773.898729472,138579.09,68544.96643434268,100000.0,100000.0,108032.4184,98151.45932074,105146.9026205,114210.56
132,76491.786536852,188672.27127728023,172834.9250352243,130746.09499196765,94868.23993,83854.87,103241.72780745,86997.96217393,102738.33369472,139504.2,66298.15356580516,100000.0,100000.0,107542.0484,99156.40737925,103274.9376205,114210.56
133,77137.566761232,185987.23160091924,170378.5765596475,131365.68020250564,94868.23993,83854.87,103929.689855756,87090.43915138,102738.33369472,140776.16,64532.22879041065,100000.0,100000.0,107493.3284,98295.470569,102578.75762050001,114210.56
134,76134.223967988,186817.57624071877,171138.1987760831,136396.7124448255,94868.23993,83854.87,104717.106587091,87083.32553773,102750.188706304,140725.745,64179.8179325409,100000.0,100000.0,106173.0734,99572.78772748,102357.0476205,114210.56
135,75114.294087494,185211.20857306925,169668.6492545675,136381.91811955936,94868.23993,83854.87,104390.622709137,87054.87108313,102762.043717888,142043.04,65124.97842819942,100000.0,100000.0,106196.0834,100490.07676531,102387.5476205,114210.56
136,74855.625163959,181431.97642743975,166200.6543692517,136569.44664936533,94868.23993,83854.87,104670.809300835,87118.89360598,102762.043717888,142884.88,64759.67464539239,100000.0,100000.0,106530.1884,100158.22475845,101907.4676205,114210.56
137,75069.334339954,185917.38952841275,166200.6543692517,133695.28204829534,94868.23993,83854.87,105223.4247196925,87097.55276503,102785.753741056,139167.465,64132.47152858729,100000.0,100000.0,106511.2484,100449.37793428,102613.09762049999,114267.935
138,75671.200315854,183476.7971058245,166200.6543692517,133529.59904836933,94868.23993,83854.87,105312.28261319,87154.46167423,102762.043717888,140197.645,64317.056214742006,100000.0,100000.0,106188.0784,101263.35455488,102296.5776205,115162.435
139,75829.126478689,190934.378403463,166200.6543692517,135051.43631330534,94868.23993,83854.87,105669.17255229,87246.93865168,102785.753741056,140051.555,63715.897623380726,100000.0,100000.0,105741.6934,101479.37142727,101685.3976205,115267.885
140,76256.670538464,205306.324879245,166181.8351071738,135667.29090593333,94868.23993,83854.87,104848.079421415,87275.39310628,102773.898729472,139480.15,61974.62942037393,100000.0,100000.0,105541.3134,102058.54709962,102603.4476205,115821.135
141,75347.746574614,214094.78566964623,173286.10654158104,135447.77781453935,94868.23993,83854.87,104456.660891955,87360.75647008,102773.898729472,139446.815,63300.501625265955,100000.0,100000.0,105649.3684,100837.58216872,103088.1376205,114835.635
142,74861.843793894,241903.570872651,195765.7150936326,135073.00489040333,94868.23993,83854.87,104939.530238265,87318.07478818,102785.753741056,139900.27,62786.12850778663,100000.0,100000.0,105774.5134,100186.40087224,103095.0926205,114398.735
143,75403.278172204,250509.6662515075,202722.5689750963,135073.00489040333,94868.23993,83854.87,104652.67406503,87182.91612883,102750.188706304,139952.325,63283.05889402163,100000.0,100000.0,105456.2084,100918.97983078,102849.8376205,115289.435
144,74924.348268129,246648.95168795376,199601.70801384456,135073.00489040333,95089.582205,83683.65,105426.2975708,87389.21092468,102773.898729472,138311.19,61408.20348320251,100000.0,100000.0,105028.5184,100277.19057223,103483.72762050001,114735.685
145,75839.993693054,247145.60642577775,200003.18560483976,135073.00489040333,96014.8295,83683.65,105208.433718175,87503.02874308,102797.60875264,139793.925,59360.165201844255,100000.0,100000.0,104988.5384,101513.80889968,103124.5876205,115918.935
146,75567.925796114,260450.521238266,210758.3938823596,132893.79131455233,96119.098175,83683.65,105589.411023255,87620.403368305,102833.173787392,138666.02,59950.25240040187,100000.0,100000.0,105248.4984,101150.65009972,103015.6576205,115535.635
147,76160.494603154,289155.6130384375,233962.5440244103,135024.29323625032,95901.41445,83683.65,106260.724214618,87645.30101608,102845.028798976,141046.44,59431.990481575296,100000.0,100000.0,104761.2484,101952.10400308,100700.11762050001,116351.435
148,76685.658935959,300000.5348526412,242729.18360903204,131778.40207868835,95769.340795,83683.65,106306.924477544,87602.496798184,102845.549629312,140079.855,59175.61525610149,100000.0,100000.0,104786.4884,102662.76820645,102554.4676205,116864.785
149,76978.394047264,302805.858098319,244996.904689419,142831.35820949584,96209.46436,83683.65,106703.710466163,87602.496798184,102844.931547328,142329.17,59656.42893012348,100000.0,100000.0,104727.7284,103060.36447882,101281.2392435,117222.635
150,77452.423951339,311594.31888872024,252101.17612382624,142909.32698273534,96452.39208,83683.65,107164.112985365,87609.616202245,102821.207711296,143282.815,59692.04617647708,100000.0,100000.0,104767.1534,103702.15373737,101093.20924350001,117710.385
151,77965.966823069,306992.50233356975,248381.23531976136,145550.48102744433,95732.023585,83683.65,107292.340223438,87609.616202245,102821.207711296,139844.25,59478.94344946224,100000.0,100000.0,104475.0434,104397.16454419,100097.9592435,118112.985
152,78019.299836229,303213.2701879402,245326.24177578223,145643.24195897434,95851.65817,83683.65,107322.8081670835,87524.183353513,102809.34579328,136528.2,59936.9167247595,100000.0,100000.0,104952.8634,104472.30084763,100451.1792435,118199.685
153,78249.279057729,307380.5138474948,248694.88968772636,152369.40695278434,95817.99951,83683.65,106836.1902137675,87431.63110072,102785.621957248,133147.575,61636.808394055064,100000.0,100000.0,104668.0434,104785.36877863,99786.8892435,118442.185
154,77603.000114174,294277.3650222475,238102.7816815483,153667.79660867233,95546.169245,83683.65,107574.331339703,87132.616130158,102761.898121216,138890.293,60726.77900136827,100000.0,100000.0,104360.2384,103918.17060976,98323.1042435,117968.835
155,78679.021701934,300776.55788049125,243356.49234496203,149537.04218096434,95734.218715,83683.65,107299.332208201,86876.317583962,102738.174285184,142642.61,59421.71328991831,100000.0,100000.0,104417.5284,105370.8058096,97785.1842435,118734.035
156,78534.789876819,330055.90672127175,267024.85095160094,150073.16877888373,96018.853905,83683.65,107144.2248731455,86698.332482437,102726.312367168,143800.935,58562.8107310262,100000.0,100000.0,104391.4884,105179.83437169,97566.2442435,118739.485
157,78534.664169034,336815.06729384523,272488.71004155127,149070.34554946155,96094.58589,83683.65,107659.8931660165,86741.048906803,102738.174285184,152690.455,57758.33483613314,100000.0,100000.0,104549.5034,105182.965051,97410.9542435,118855.535
158,78780.913436039,335142.7376688285,271136.8597156221,149050.02017090793,97140.93119,83683.65,107835.056064715,86883.436988023,102750.0362032,155840.275,56855.23240052859,100000.0,100000.0,104470.5584,105517.94773717,97678.6542435,119026.885
159,78948.136767734,327968.40477635525,265337.39045194926,149843.40123553493,96190.074045,83683.65,107454.016089547,87032.944473304,102761.898121216,152625.69,57027.54981131311,100000.0,100000.0,104605.0934,105746.4873268,96774.1442435,119070.035
160,78617.961565419,316580.2668426565,256131.6347521765,149619.33877803493,96903.12544,83683.65,107851.291704268,86919.034008328,102761.898121216,154028.37,57538.15846936065,100000.0,100000.0,104932.9834,105305.06154409,96807.80424350001,118992.485
161,78859.562247994,323017.37785867223,261335.16071671585,147782.23147555895,96037.878365,83683.65,108035.6467201975,87168.213150463,102761.898121216,155371.21,56853.08477428003,100000.0,100000.0,104818.8334,105633.78287164,97165.6692435,119062.235
162,79136.027313794,303589.6413564475,243779.9257417148,147787.65198520594,95778.48717,83683.65,108558.610444792,87232.287787012,102750.0362032,152602.75,55908.16758442294,100000.0,100000.0,104940.2934,106009.46438884,95210.5392435,119134.235
163,79933.133835754,316793.67317531526,243779.9257417148,145942.04638068992,96431.9042,83683.65,108784.288277482,87111.257917975,102738.174285184,152045.09,56253.78181991633,100000.0,100000.0,104908.4634,107086.41807148,94173.0892435,119278.985
