,AdaptiveMA2023,Crypto2023,CryptoBB2023,DividendPaydate2023,DynamicBreakout2023,FOMC2023,HedgeVIX2023,LumberGold2023,MultiVar2023,OptionSkewness2023,OvernightMomentum2023,SectorRotation2023,SimpleEMA2023,SMAPairs2023,SPY2023,TScrossSecMom2023,VolatilityRiskPremium2023
59,87666.81961489,148159.1856088196,100000.0,100000.0,99810.01244,100000.0,101252.048978028,98036.8622134,100459.135800706,107913.455,96645.1991749317,100000.0,100000.0,107004.505,103624.4184355,77082.98657633603,104903.36
60,86396.717612365,149800.59816120195,100000.0,100000.0,99810.01244,100000.0,101616.0227832575,99147.36180412,100422.511701637,109077.575,95649.0509888037,100000.0,100000.0,106979.77,105131.082474375,76138.50810597303,106041.11
61,85874.504693786,149837.5912524053,100000.0,100000.0,99810.01244,100000.0,102555.215626853,99012.07251388,100434.71973466,110144.025,96150.4199966877,100000.0,100000.0,107135.855,105746.84951635,75942.83914094952,106501.46
62,84665.79236693,149975.17229946496,100000.0,100000.0,99810.01244,100000.0,103147.245024357,100827.2038246,100556.80006489,107859.6,95675.6313978907,100000.0,100000.0,107491.57,107237.791843515,74913.79081005753,107334.55
63,84345.629172676,151260.37047924876,100000.0,96373.22320633323,99810.01244,100000.0,102941.14190109,100872.30025468,100679.361899026,108893.305,95715.0217230237,100000.0,100000.0,107322.07,107646.556347975,76934.57988518853,107657.71
64,84812.471472132,156345.0500825137,100000.0,97564.98363982,99810.01244,100000.0,103066.297398774,99107.9024278,100899.254309098,107284.075,95306.1821481767,100000.0,100000.0,107503.74,107049.131302995,76323.80283854646,107428.63
65,85030.698081321,159415.8923051019,100000.0,97460.589784073,99810.01244,100000.0,103315.920039531,98138.32918108,101033.837809666,107813.915,95412.0841695482,100000.0,100000.0,107559.365,106768.7607775,77677.43350928347,107378.36
66,84697.66599376,155331.27312245785,100000.0,97898.212684553,99810.01244,100000.0,102938.499661107,98284.89257884,100997.133218602,108849.775,95802.4011192767,100000.0,100000.0,107452.56,107185.386137815,76814.06067212694,107669.35
67,84614.218607628,159609.5864680318,100000.0,97898.212684553,99810.01244,100000.0,102999.495115026,99333.3845782,100642.32217165,108609.515,95609.9029447637,100000.0,100000.0,107681.5,107295.438119785,77041.81891497345,107823.97
68,84589.515163356,157983.96871863515,100000.0,97898.212684553,99810.01244,100000.0,102767.069986179,100116.93505084,100630.087307962,108249.8,95403.1410395097,100000.0,100000.0,107572.68,107324.26125792,77621.47711356996,107901.68
69,84930.90018094,160240.13162932935,100000.0,99069.904609177,99810.01244,100000.0,103525.7104128345,99384.11806204,100740.201081154,108921.635,94644.7158765017,100000.0,100000.0,107743.735,106886.673615325,78649.26349038346,107799.81
70,83809.854485555,168133.792247788,100000.0,97473.578380725,99810.01244,100000.0,103207.792213036,100697.55158812,100801.375399594,109373.13,95449.2377678457,100000.0,100000.0,107913.265,108306.868239795,77848.38499985247,108371.43
71,84014.979892581,176990.10454295404,100000.0,97564.166116039,99810.01244,100000.0,103067.008953983,99761.80066396,100568.912989522,109446.225,95211.4962685337,100000.0,100000.0,107895.985,108042.21942601,77263.08712396646,108334.82
72,83712.907283514,173289.96411719875,100000.0,97564.166116039,99810.01244,100000.0,103252.245200947,101041.41186748,100422.094625266,108574.255,94816.3434654547,100000.0,100000.0,107869.055,108430.02164819,77354.08966846645,108473.1
73,83656.127928599,175660.4315231842,100000.0,99984.716575793,99810.01244,100000.0,103137.6575362855,100612.99578172,100397.62489789,108970.045,94582.0245332637,100000.0,100000.0,107892.065,108500.769350885,77804.74308463145,108504.57
74,83672.172841,161532.3959051857,100000.0,99128.182878604,99810.01244,100000.0,102882.295738632,100742.6480182,100311.980852074,107738.645,93528.8588099057,100000.0,100000.0,107845.62,108482.42735389,77506.29226853047,108505.3
75,84123.778494982,162224.8733202956,100000.0,100245.10486177,99810.01244,100000.0,102936.082684427,100224.03907228,100556.678125834,108802.835,93964.9269732437,100000.0,100000.0,108005.67,107890.24287948,78320.25553005445,108430.44
76,84057.501897958,155501.69073361935,100000.0,99724.504789294,99810.01244,100000.0,103251.819480541,100353.69130876,100495.503807394,107856.625,94028.7482453727,100000.0,100000.0,107673.015,107974.0920086,77944.25627247845,108457.96
77,83967.855154356,153853.21208516444,100000.0,99824.854482634,99810.01244,100000.0,102733.410081274,100286.04666364,100605.617580586,107584.95,93218.3643581497,100000.0,100000.0,108758.22,108086.764275855,78348.89721365845,108444.15
78,85299.965318526,155857.9051062179,100000.0,99824.854482634,99810.01244,100000.0,102232.488733431,97817.01711676,100997.133218602,107173.315,94170.7667559957,100000.0,100000.0,109039.32,106370.47741418,79344.26803580545,108444.15
79,85660.438811149,155901.9642934938,100000.0,99824.854482634,99810.01244,100000.0,103192.861530846,96875.62913884,100874.784581722,110734.015,94169.2274470512,100000.0,100000.0,109122.695,105919.78834516,78791.14302010946,108444.15
80,83967.601978708,159425.0366647252,100000.0,99722.1694094632,99810.01244,100000.0,103895.906609778,98166.51444988,100679.026762714,109105.79,93875.4063789517,100000.0,100000.0,109122.5,108029.117999585,77557.67566133146,108444.15
81,83259.59723506,156143.8741708011,100000.0,98552.4623297486,99810.01244,100000.0,103521.7292700419,99023.3466214,100789.140535906,107855.945,92421.9221135227,100000.0,100000.0,109150.67,108951.458419905,77783.67565068045,108444.15
82,83343.215956338,152958.3118002115,100000.0,98316.9231545776,99810.01244,100000.0,103300.625399089,99079.717159,100569.834997765,108145.27,91722.3970537332,100000.0,100000.0,108789.59,108841.406437935,78598.36945187295,108444.15
83,84273.241376147,156217.8603532078,100000.0,98316.9231545776,99810.01244,100000.0,103162.842156835,97050.3778054,100888.376562946,108696.855,91056.8920853122,100000.0,100000.0,108443.94,107617.73320984,78868.64731971966,108444.15
84,83491.048512047,159294.10606102797,100000.0,97465.2917056176,99810.01244,100000.0,102803.26157916,97405.51219228,101133.644389006,109653.105,91997.1988917982,100000.0,100000.0,108007.845,106878.81275947,78834.12720359016,108444.15
85,82900.324119001,156847.57420908505,100000.0,99864.9772561136,99810.01244,100000.0,103643.11228674,96317.5608166,101293.068475945,106999.265,92955.6300363132,100000.0,100000.0,108512.455,106121.550312105,78738.22013650315,108444.15
86,84425.939879501,156450.6258708918,100000.0,99729.1606639616,99810.01244,100000.0,103441.375642958,98600.5675894,101047.800649885,107654.34,94330.9449556452,100000.0,100000.0,108673.45,108086.764275855,78258.12728850164,108444.15
87,84446.285790655,154437.61979563537,100000.0,98975.2464636016,99810.01244,100000.0,103135.698599751,98375.085439,100888.376562946,108529.785,93385.8851080092,100000.0,100000.0,108614.265,108115.58741399,78689.60817335366,108444.15
88,84075.546707121,154312.09267717003,100000.0,98611.2900311016,99810.01244,100000.0,103721.058101701,98081.95864348,100863.84978034,111512.515,94154.3928640122,100000.0,100000.0,108637.795,107641.315777405,78696.83095899764,108444.15
89,84464.571701809,153881.0608167445,100000.0,99704.7851285796,99810.01244,100000.0,103683.118971485,98578.01937436,101109.1176064,112883.7,94213.8460654222,100000.0,100000.0,108775.605,108144.410552125,79164.41677830866,108444.15
90,84315.854828801,149960.6244546097,100000.0,99603.0560278176,99810.01244,100000.0,103299.967629014,97822.65417052,101170.434562915,111844.255,95450.4727050842,100000.0,100000.0,108912.575,107955.750011605,78962.02549438164,108444.15
91,84203.802174045,150360.06670906383,100000.0,100791.8519503111,99810.01244,100000.0,103430.441282822,97625.35728892,100998.747084673,113246.335,94697.5994963692,100000.0,100000.0,109124.26,107814.254606215,79333.47559441965,108107.58
92,84490.982118033,151746.68415012423,100000.0,102206.7582886466,99810.01244,100000.0,103068.457970758,98814.77563228,101011.010475976,115445.92,94706.4491608032,100000.0,100000.0,109411.935,108186.335116685,79203.95112004266,108471.62
93,83926.737438169,152400.5058631902,100000.0,107479.8849738061,99810.01244,100000.0,103569.507384386,97377.32692348,100888.376562946,117098.205,95247.8685381852,100000.0,100000.0,109112.26,107463.136378025,79632.60581141165,107911.5
94,84939.054143141,152223.4378086663,100000.0,106425.2251826756,99810.01244,100000.0,103899.380810053,99541.95556732,100778.006041219,116674.91,95805.1688892642,100000.0,100000.0,109183.635,108768.038449955,79015.00627918365,108924.26
95,85751.754548741,150403.29459091945,100000.0,104511.5513506616,99810.01244,100000.0,103650.2496637705,100145.12031964,100594.055171674,115445.985,95521.8690077262,100000.0,100000.0,109438.47,109816.152563955,79574.92373204864,109585.26
96,85625.443586887,150801.48988724317,100000.0,106025.4443305401,99810.01244,100000.0,103598.5619566345,99536.31851356,100520.474823856,114561.795,95293.0613461422,100000.0,100000.0,109317.805,109656.31516157,79494.21642113566,109487.44
97,85658.010904125,151831.47730299484,100000.0,105676.9443082186,99810.01244,100000.0,103088.3521658215,100748.28507196,100483.684649947,116896.41,94501.3550639312,100000.0,100000.0,108739.125,109700.860011415,77914.71463686966,109562.98
98,84698.607427545,154879.04297381465,100000.0,104864.5024256856,99810.01244,100000.0,102514.069115218,100274.77255612,100471.421258644,118545.045,93022.1777082172,100000.0,100000.0,109519.675,108469.325927465,77727.47407388766,108750.58
99,84085.477123345,150330.97101935337,100000.0,101639.6145414536,99810.01244,100000.0,102774.859754182,99215.00644924,100348.787345614,118342.485,94444.0764893872,100000.0,100000.0,109624.905,107683.240341965,78441.22554974066,108128.58
100,84808.553884329,150833.91079863484,100000.0,104148.4040326876,99810.01244,100000.0,103596.77377237,98442.73008412,100128.04630216,118161.72,94682.6917302272,100000.0,100000.0,109517.405,108616.061903425,81211.01242993565,108906.3
101,85900.309728847,158099.1045193467,100000.0,103980.1982181976,99810.01244,100000.0,103929.773258467,99558.8667286,100103.519519554,120175.18,97071.1920523982,100000.0,100000.0,109610.26,110023.15510147,80344.39552737765,109861.24
102,85930.840145071,158764.56450829684,100000.0,103710.131962135,99810.01244,100000.0,103927.9652944135,99192.4582342,100299.733780402,121259.795,96688.1800395132,100000.0,100000.0,110099.815,110065.07966603,80097.08026747464,110030.16
103,85454.182208809,156510.89551386356,100000.0,104512.0180631216,99810.01244,100000.0,104415.3750303685,98217.24793372,100397.840910826,123473.55,95934.6667323102,100000.0,100000.0,110517.725,109454.553194625,78993.54973439364,109768.7
104,86260.771911367,155540.3464356633,100000.0,104319.9663531736,99810.01244,100000.0,105068.195854831,99277.0140406,100554.033318643,121684.68,96650.2156723532,100000.0,100000.0,110551.325,110494.80645277,79459.38763048765,110514.84
105,87501.221529907,157855.94768390895,100000.0,104319.9663531736,99810.01244,100000.0,104951.0455276885,102867.81728572,100258.72319254,123955.895,96732.4196217242,100000.0,100000.0,110000.965,112093.18047662,78761.39605929508,111221.04
106,87332.135646759,151286.97225269835,100000.0,104319.9663531736,99810.01244,100000.0,105038.532247831,101492.37616828,100283.309290462,125185.82,96895.6510107792,100000.0,100000.0,109720.265,111878.31708325,78714.41942610608,111198.2
107,87519.507441061,157416.6027692804,100000.0,105491.6946911416,99810.01244,100000.0,104522.3890962985,104158.70259676,100234.137094618,120851.915,96291.4863986592,100000.0,100000.0,109820.725,112122.003614755,77663.68736697707,111256.86
108,87215.986090989,153048.9240910242,100000.0,104426.2188954576,99810.01244,100000.0,105205.7586685135,106102.47060004,100160.378800852,122025.505,95917.8106066822,100000.0,100000.0,110026.8,111734.201392575,76294.25425503908,111267.1
109,87739.446552601,154191.55339122657,100000.0,104216.4494829226,99810.01244,100000.0,105155.300960986,105706.78477384,100320.188437345,122683.66,95556.9271829742,100000.0,100000.0,110057.73,112410.234996105,76162.30838218707,111494.06
110,87894.227930679,146457.08776075536,100000.0,104359.2378641896,99810.01244,100000.0,105722.445753241,104853.23392018,100135.79270293,123337.875,95430.4039648852,100000.0,100000.0,110486.145,112611.99696305,75884.25167949108,111584.8
111,88686.559326139,145585.04837486063,100000.0,104984.3856682836,99810.01244,100000.0,105845.968132441,105288.488329,100221.844045657,124927.095,94830.3884946522,100000.0,100000.0,110231.81,113633.9082242,75786.37361202308,111941.6
112,89267.053016143,145325.2654310169,100000.0,101429.3005425486,99810.01244,100000.0,105896.052881101,106492.50377158,100037.448311242,122318.78,95559.3887998572,100000.0,100000.0,110166.075,114383.30981571,75192.53287793808,112128.92
113,89370.911868871,137953.66461650663,100000.0,103413.10211920385,99810.01244,100000.0,107247.029629996,105350.66753026,99975.983066437,122908.805,95288.0361703942,100000.0,100000.0,110011.6,114519.56465053,76542.24742340308,112165.16
114,90472.852218459,139156.1479069706,100000.0,102343.72278483762,100187.71589,100000.0,106886.450353247,106215.52369324,100184.964898774,122393.025,94493.8229514822,100000.0,100000.0,110393.4,115939.759275,76776.69159403109,112602.88
115,90163.780805675,145070.47031969496,100000.0,117815.64636287361,99612.20486,100000.0,106667.587651458,105367.62549424,100049.741360203,124167.035,93134.9437612272,100000.0,100000.0,110551.64,115544.81740904,76264.93847893407,112412.2
116,89695.581911067,149754.4607103753,100000.0,118994.20658533211,99730.188515,100000.0,106362.601892376,104909.76046678,100086.620507086,126209.205,93197.3950444502,100000.0,100000.0,110493.14,114945.17271452,75630.47631546107,112289.68
117,89235.560891803,157794.8467355169,100000.0,118147.18155470761,99502.008905,100000.0,106223.501031012,104666.6963164,100086.620507086,130459.405,94553.5091357922,100000.0,100000.0,110487.11,114356.04810236,77174.89009208007,112090.46
118,89554.482499055,156351.28487316595,100000.0,116129.37915785162,99222.81986,100000.0,106044.73819086,103892.28262798,99975.983066437,130764.71,94215.9165956222,100000.0,100000.0,110331.885,114768.96133499,77196.10734636008,112516.38
119,88877.747783175,158643.6095696432,100000.0,117289.5110922416,99303.03317,100000.0,105865.021056234,102332.14994182,100062.034409164,129185.51,94302.6990016142,100000.0,100000.0,110010.325,113901.05454029,77844.72759020807,111827.58
120,88513.816799203,155275.57565929776,100000.0,118155.76892900161,99548.34572,100000.0,106402.53332067,102433.8977257,100135.79270293,127979.085,94400.8928218802,100000.0,100000.0,110163.915,113435.54089586,78289.13338994408,111459.46
121,89478.790558631,157820.20155083603,100000.0,118076.87392900161,98743.09754,100000.0,106406.891607663,103909.24059196,99988.276115398,129722.81,95771.3801884842,100000.0,100000.0,110074.125,114679.54063493,78175.86347048008,112609.34
122,89521.708873023,152625.7896320915,100000.0,118076.87392900161,98475.20066,100000.0,106293.403337313,104417.97951136,100098.913556047,126826.63,94771.9072758352,100000.0,100000.0,110235.81,114737.40108791,77388.17580637608,112687.66
123,89871.297512815,154681.6079364934,100000.0,117128.16012630111,99109.508825,100000.0,107329.468312584,105616.34229928,99853.052576827,127022.82,93563.5709243402,100000.0,100000.0,109783.35,115189.76462939,77215.17998128207,113091.98
124,90926.227901027,161766.40838100016,100000.0,120182.56268868962,99094.712195,100000.0,107170.861750795,106119.42856402,99889.93172371,126686.145,93304.0319847262,100000.0,100000.0,110067.435,116549.48527442,77558.38618729907,113993.5
125,91077.503063727,161695.74742027465,100000.0,120396.77154763462,99102.499895,100000.0,106886.046607197,106588.5989008,99798.746575522,126750.88,93429.3546049282,100000.0,100000.0,110515.445,116746.73681867,75400.93405842308,114177.5
126,90891.440868487,159512.73938656683,100000.0,120541.6201825296,99468.13241,100000.0,105990.851747575,105277.18301968,99736.879122142,127016.675,93651.2204347912,100000.0,100000.0,110922.575,116510.03496557,75655.63698336053,114059.1
