,ActiveCollar2007,AdaptiveMA2007,CryptoBB2007,DividendPaydate2007,DynamicBreakout2007,FOMC2007,HedgeVIX2007,LumberGold2007,MultiVar2007,OptionSkewness2007,OvernightMomentum2007,SectorRotation2007,SimpleEMA2007,SPY2007,TScrossSecMom2007,VolatilityRiskPremium2007
101,100000.0,100720.450864316,100000.0,100000.0,97413.8902,100000.0,100000.0,106320.581237788,101349.215070814,100000.0,85981.85399641786,100000.0,100000.0,108069.274743684,102653.97363529576,108034.045
102,100000.0,102384.856765246,100000.0,100000.0,97413.8902,100000.0,100000.0,107098.027297114,101399.74325335,100000.0,85539.52872456593,100000.0,100000.0,108982.325585442,103121.93857440479,108722.445
103,100000.0,102360.692288634,100000.0,100000.0,97413.8902,100000.0,100000.0,107391.162696532,101336.58302518,100000.0,85538.55434887543,100000.0,100000.0,108968.169758438,103232.74039896017,108743.245
104,100000.0,102757.656199212,100000.0,100000.0,97413.8902,100000.0,100000.0,108367.39905108,101284.6044601,100000.0,85444.35291829248,100000.0,100000.0,109399.92248206,102275.42361864934,108598.845
105,100000.0,102934.886682756,100000.0,100000.0,97413.8902,100000.0,100000.0,108553.913913096,101306.647872751,100000.0,85193.77375249476,100000.0,100000.0,109598.104060116,102807.89094329551,108797.645
106,100000.0,102392.989586916,100000.0,100000.0,97413.8902,100000.0,100000.0,108207.529169352,101217.903243232,100000.0,85137.6265048547,100000.0,100000.0,109031.870979956,102663.56086874187,108649.645
107,100000.0,102569.639461682,100000.0,100000.0,97413.8902,100000.0,100000.0,108287.464110216,101319.325676968,100000.0,84655.64816985307,100000.0,100000.0,108083.430570688,102747.25259733332,108415.745
108,100000.0,104398.694942942,100000.0,100000.0,97413.8902,100000.0,100000.0,107274.954859272,101230.581047449,100000.0,84684.86868830417,100000.0,100000.0,106144.08227114,102212.83752728437,107012.845
109,100000.0,103212.859813486,100000.0,100000.0,97413.8902,100000.0,100000.0,107274.954859272,101255.936655883,100000.0,84184.8045273041,100000.0,100000.0,107340.249652978,102099.00633589205,108475.245
110,100000.0,103034.50097171,100000.0,100000.0,97413.8902,100000.0,100000.0,107088.439997256,101293.970068534,100000.0,84181.53016601766,100000.0,100000.0,107517.197490528,102176.8669465389,108005.245
111,100000.0,104135.178322658,100000.0,100000.0,97413.8902,100000.0,100000.0,106395.670509768,101192.547634798,100000.0,83940.14171625824,100000.0,100000.0,106363.497589702,101867.15811060346,108002.945
112,100000.0,102554.46328207,100000.0,100000.0,97413.8902,100000.0,100000.0,106608.830352072,101217.903243232,100000.0,83535.13311342985,100000.0,100000.0,107977.261868158,102006.08390603794,108851.745
113,100000.0,102906.254370978,100000.0,100000.0,97413.8902,100000.0,100000.0,106662.120312648,101192.547634798,100000.0,82997.22100480211,100000.0,100000.0,108515.18329431,101598.73261096317,109387.445
114,100000.0,103563.473728136,100000.0,100000.0,97413.8902,100000.0,100000.0,107128.407467688,101357.359089619,100000.0,82682.52207093622,100000.0,100000.0,109216.077215532,101788.8495680375,109891.245
115,100000.0,103459.52477955,100000.0,100000.0,97413.8902,100000.0,100000.0,107115.084977544,101332.003481185,100000.0,82754.53281516387,100000.0,100000.0,109116.558922658,102294.80550278901,109893.445
116,100000.0,103653.01252652,100000.0,100000.0,97413.8902,100000.0,100000.0,107727.919524168,101560.203957091,100000.0,83202.79325156442,100000.0,100000.0,109329.812407388,102596.24219596782,110348.225
117,100000.0,102170.038898538,100000.0,100000.0,97413.8902,100000.0,100000.0,107261.632369128,101433.425914921,100000.0,83129.96815316944,100000.0,100000.0,107780.17041835,101591.64471410912,108559.845
118,100000.0,101594.212174242,100000.0,100000.0,97413.8902,100000.0,100000.0,107155.052447976,101471.459327572,100000.0,82558.93518731084,100000.0,100000.0,108462.581569486,101456.35980501563,109457.205
119,100000.0,102748.613655782,100000.0,100000.0,97413.8902,100000.0,100000.0,107421.502250856,101534.848348657,100000.0,82639.15973298343,100000.0,100000.0,107225.711358052,100962.39416045276,107808.865
120,100000.0,103168.863432635,100000.0,100000.0,97413.8902,100000.0,100000.0,107794.531974888,101661.626390827,100000.0,82437.3021353415,100000.0,100000.0,106777.879040119,100954.23977974516,107287.785
121,100000.0,103534.228065757,100000.0,100000.0,97413.8902,100000.0,100000.0,107714.597034024,101661.626390827,100000.0,82413.79499590641,100000.0,100000.0,106394.022767605,100960.39233401087,106656.145
122,100000.0,102495.31937864,100000.0,100000.0,97413.8902,100000.0,100000.0,107834.49944532,101661.626390827,100000.0,82200.16423309772,100000.0,100000.0,107446.073292273,101656.59804979562,108485.825
123,100000.0,102630.925957273,100000.0,100000.0,97413.8902,100000.0,100000.0,107767.8869946,101598.237369742,100000.0,81813.33815792731,100000.0,100000.0,107339.446549908,101780.06552418318,108413.425
124,100000.0,102336.439275443,100000.0,100000.0,97413.8902,100000.0,100000.0,108260.819129928,101801.082237214,100000.0,81633.7896106578,100000.0,100000.0,107040.891671286,102447.14601106282,107990.205
125,100000.0,103562.681563373,100000.0,100000.0,97413.8902,100000.0,100000.0,108505.560048792,101854.535211412,100000.0,81446.43513411959,100000.0,100000.0,108334.629478648,102933.0547905984,109888.325
126,100000.0,103940.302774428,100000.0,100000.0,97413.8902,100000.0,100000.0,108171.206442792,101800.367965513,100000.0,80060.43817922176,100000.0,100000.0,108739.811099635,103110.9183364568,110488.945
127,100000.0,103971.686586118,100000.0,100000.0,97413.8902,100000.0,100000.0,107462.376798072,101673.110479183,100000.0,79897.34749236284,100000.0,100000.0,108782.461796581,103575.49333073516,110584.405
128,100000.0,104322.151922713,100000.0,100000.0,97413.8902,100000.0,100000.0,107315.261211432,101660.38473055,100000.0,79669.72975011075,100000.0,100000.0,109159.209619604,103249.44875547939,111138.885
129,100000.0,104394.269546093,100000.0,100000.0,97413.8902,100000.0,100000.0,107529.247519272,101711.287725082,100000.0,79705.13830319249,100000.0,100000.0,109244.511013496,102638.64997369809,111329.805
130,100000.0,102898.135419408,100000.0,100000.0,97413.8902,100000.0,100000.0,108358.444462152,101863.996708678,100000.0,79563.10184293146,100000.0,100000.0,107687.760574967,102661.91496788604,109359.265
131,100000.0,102052.945838502,100000.0,100000.0,97248.793025,100000.0,100000.0,108010.716711912,101889.448205944,100000.0,79118.83761699476,100000.0,100000.0,108363.063276612,102975.4803904155,110354.465
132,100000.0,100088.507747601,100000.0,100000.0,97420.819025,100000.0,100000.0,107689.737250152,101762.190719614,100000.0,78864.58367776587,100000.0,100000.0,110431.622078493,103897.48345636124,112263.025
133,100000.0,100548.261889415,100000.0,100000.0,97588.066525,100000.0,100000.0,107957.220134952,101813.093714146,100000.0,78044.75160321295,100000.0,100000.0,110687.526260169,104108.57110932482,112538.285
134,100000.0,100403.980085423,100000.0,100000.0,98010.963775,100000.0,100000.0,108385.192750632,101927.625451843,100000.0,77426.12699563913,100000.0,100000.0,110538.248820858,104140.62037257248,112650.425
135,100000.0,100369.309265615,100000.0,100000.0,98364.572775,100000.0,100000.0,108238.077163992,101914.89970321,100000.0,78413.0490381323,100000.0,100000.0,110509.815022894,104214.67956397054,112796.785
